window_id,leg_id,shipment_id,container_id,product_id,window_start,window_end,avg_temp_c,max_temp_c,min_temp_c,temp_slope_c_per_hr,humidity_avg_pct,shock_count,door_open_count,minutes_outside_range,current_delay_min,battery_avg_pct,transit_phase,target_spoilage_risk_6h
W02065,L0038,S022,C620,P05,2026-04-05 23:48,2026-04-06 00:13,3.817,3.904,3.73,0.215,55.65,0,0,0,6.8,66.54,air_handoff,0
W02066,L0038,S022,C620,P05,2026-04-06 00:18,2026-04-06 00:43,3.851,4.034,3.682,-0.132,56.05,0,0,0,7.4,66.44,air_handoff,0
W02067,L0038,S022,C620,P05,2026-04-06 00:48,2026-04-06 01:13,3.816,3.851,3.725,0.0082,56.57,0,0,0,7.1,66.32,air_handoff,0
W02068,L0038,S022,C620,P05,2026-04-06 01:18,2026-04-06 01:43,3.83,3.889,3.776,-0.0737,54.3,0,0,0,7.6,66.18,air_handoff,0
W02069,L0039,S023,C410,P04,2026-04-03 04:10,2026-04-03 04:35,-17.384,-17.349,-17.441,0.0456,54.92,0,0,0,5.8,96.38,loading_zone,0
W02070,L0039,S023,C410,P04,2026-04-03 04:40,2026-04-03 05:05,-17.501,-17.435,-17.576,-0.0034,55.93,0,0,0,5.1,91.88,loading_zone,0
W02071,L0039,S023,C410,P04,2026-04-03 05:10,2026-04-03 05:35,-17.338,-17.258,-17.417,0.3141,56.2,0,0,0,14.4,87.4,loading_zone,0
W02072,L0039,S023,C410,P04,2026-04-03 05:40,2026-04-03 06:05,-17.184,-17.084,-17.232,-0.1481,58.18,0,0,0,45.5,82.89,loading_zone,0
W02073,L0039,S023,C410,P04,2026-04-03 06:10,2026-04-03 06:35,-17.187,-17.134,-17.226,0.1351,55.77,0,0,0,76.5,78.41,loading_zone,0
W02074,L0040,S024,C515,P06,2026-04-02 02:59,2026-04-02 03:24,5.054,5.16,4.949,0.5273,55.46,0,0,0,0.5,71.71,customs_clearance,1
W02075,L0040,S024,C515,P06,2026-04-02 03:29,2026-04-02 03:54,5.151,5.205,5.07,0.1173,53.98,0,0,0,10.3,71.21,customs_clearance,1
W02076,L0040,S024,C515,P06,2026-04-02 03:59,2026-04-02 04:24,5.557,5.672,5.405,0.6453,53.93,0,0,0,40.1,70.73,customs_clearance,1
W02077,L0040,S024,C515,P06,2026-04-02 04:29,2026-04-02 04:54,5.98,6.087,5.829,0.5393,57.08,0,0,0,70.8,70.28,customs_clearance,1
W02078,L0040,S024,C515,P06,2026-04-02 04:59,2026-04-02 05:24,6.312,6.501,6.104,0.8691,53.15,0,0,0,100.1,69.79,customs_clearance,1
W02079,L0040,S024,C515,P06,2026-04-02 05:29,2026-04-02 05:54,6.704,6.823,6.551,0.565,54.42,0,0,0,130.6,69.3,customs_clearance,1
W02080,L0040,S024,C515,P06,2026-04-02 05:59,2026-04-02 06:24,6.952,7.06,6.873,0.3936,57.45,0,0,0,160.3,68.82,customs_clearance,1
W02081,L0040,S024,C515,P06,2026-04-02 06:29,2026-04-02 06:54,7.411,7.641,7.172,1.0306,55.69,0,0,0,191.6,68.34,customs_clearance,1
W02082,L0040,S024,C515,P06,2026-04-02 06:59,2026-04-02 07:24,7.962,8.249,7.712,1.3464,54.99,0,0,15,221.4,67.85,customs_clearance,1
W02083,L0040,S024,C515,P06,2026-04-02 07:29,2026-04-02 07:54,8.573,8.826,8.218,1.4654,57.6,0,0,30,251.5,67.39,customs_clearance,1
W02084,L0040,S024,C515,P06,2026-04-02 07:59,2026-04-02 08:24,9.145,9.233,8.989,0.4426,58.12,0,0,30,280.8,66.91,customs_clearance,1
W02085,L0040,S024,C515,P06,2026-04-02 08:29,2026-04-02 08:54,8.62,9.129,8.127,-2.3098,55.84,0,0,30,286.1,66.43,customs_clearance,1
W02086,L0041,S025,C100,P01,2026-04-02 04:36,2026-04-02 05:01,5.251,5.361,5.137,0.4282,55.81,0,0,0,1.3,96.66,loading_zone,0
W02087,L0041,S025,C100,P01,2026-04-02 05:06,2026-04-02 05:31,5.146,5.238,5.053,-0.4426,55.76,0,0,0,1.6,94.35,loading_zone,0
W02088,L0041,S025,C100,P01,2026-04-02 05:36,2026-04-02 06:01,4.868,5.075,4.763,-0.6453,55.27,0,0,0,2.8,92.04,loading_zone,0
W02089,L0041,S025,C100,P01,2026-04-02 06:06,2026-04-02 06:31,4.862,4.998,4.761,0.5997,55.27,0,0,0,3.3,89.75,loading_zone,0
W02090,L0041,S025,C100,P01,2026-04-02 06:36,2026-04-02 07:01,5.038,5.132,4.874,0.4941,55.68,0,0,0,3.2,87.44,loading_zone,0
W02091,L0041,S025,C100,P01,2026-04-02 07:06,2026-04-02 07:31,4.993,5.095,4.891,0.0099,54.98,0,0,0,2.8,85.12,loading_zone,0
W02092,L0041,S025,C100,P01,2026-04-02 07:36,2026-04-02 08:01,5.107,5.149,5.043,0.0518,55.09,0,0,0,2.5,82.81,loading_zone,0
W02093,L0041,S025,C100,P01,2026-04-02 08:06,2026-04-02 08:31,5.168,5.273,5.071,0.4011,57.64,0,0,0,1.5,80.52,loading_zone,0
W02094,L0041,S025,C100,P01,2026-04-02 08:36,2026-04-02 09:01,5.092,5.237,4.983,-0.5232,55.78,0,0,0,0.7,78.21,loading_zone,0
W02095,L0041,S025,C100,P01,2026-04-02 09:06,2026-04-02 09:31,5.016,5.138,4.941,0.3531,56.99,0,0,0,0.6,75.91,loading_zone,0
W02096,L0042,S025,C515,P06,2026-04-02 09:57,2026-04-02 10:22,5.342,5.646,5.052,1.32,56.17,0,0,0,27.1,70.16,road_transit,0
W02097,L0043,S025,C100,P01,2026-04-02 10:55,2026-04-02 11:20,5.386,5.458,5.279,0.3888,54.94,0,0,0,4.6,96.52,cold_store_transfer,0
W02098,L0043,S025,C100,P01,2026-04-02 11:25,2026-04-02 11:50,5.687,5.789,5.583,0.5078,54.84,0,0,0,5.8,94.02,cold_store_transfer,0
W02099,L0043,S025,C100,P01,2026-04-02 11:55,2026-04-02 12:20,5.755,5.829,5.661,0.2517,54.32,0,0,0,4.5,91.53,cold_store_transfer,0
W02100,L0043,S025,C100,P01,2026-04-02 12:25,2026-04-02 12:50,5.869,5.9,5.804,-0.047,55.43,0,0,0,4.8,89.03,cold_store_transfer,0
W02101,L0043,S025,C100,P01,2026-04-02 12:55,2026-04-02 13:20,5.881,6.044,5.694,-0.3651,55.02,0,0,0,6.3,86.55,cold_store_transfer,0
W02102,L0043,S025,C100,P01,2026-04-02 13:25,2026-04-02 13:50,5.867,6.04,5.797,0.5427,55.56,0,0,0,27.1,84.05,cold_store_transfer,0
W02103,L0043,S025,C100,P01,2026-04-02 13:55,2026-04-02 14:20,6.296,6.399,6.103,0.7125,56.18,0,0,0,58.4,81.55,cold_store_transfer,0
W02104,L0043,S025,C100,P01,2026-04-02 14:25,2026-04-02 14:50,6.524,6.572,6.444,0.3213,55.62,0,0,0,88.9,79.06,cold_store_transfer,0
W02105,L0043,S025,C100,P01,2026-04-02 14:55,2026-04-02 15:20,6.91,7.173,6.619,1.3186,57.19,0,0,0,118.6,76.56,cold_store_transfer,0
W02106,L0044,S026,C410,P04,2026-04-02 06:06,2026-04-02 06:31,-17.754,-17.674,-17.846,-0.1193,54.84,0,0,0,7.7,98.46,customs_clearance,0
W02107,L0044,S026,C410,P04,2026-04-02 06:36,2026-04-02 07:01,-17.808,-17.771,-17.888,-0.2829,56.74,0,0,0,8.1,97.55,customs_clearance,0
W02108,L0044,S026,C410,P04,2026-04-02 07:06,2026-04-02 07:31,-18.17,-18.007,-18.312,-0.6103,55.19,0,0,0,8.1,96.66,customs_clearance,0
W02109,L0044,S026,C410,P04,2026-04-02 07:36,2026-04-02 08:01,-18.069,-18.017,-18.102,0.1495,54.97,0,0,0,7.9,95.78,customs_clearance,0
W02110,L0044,S026,C410,P04,2026-04-02 08:06,2026-04-02 08:31,-18.102,-17.978,-18.182,-0.4735,55.24,0,0,0,8.0,94.89,customs_clearance,0
W02111,L0044,S026,C410,P04,2026-04-02 08:36,2026-04-02 09:01,-18.179,-18.098,-18.275,0.408,54.47,0,0,0,8.9,94.0,customs_clearance,0
W02112,L0044,S026,C410,P04,2026-04-02 09:06,2026-04-02 09:31,-17.947,-17.932,-17.975,0.0254,53.7,0,0,0,10.0,93.08,customs_clearance,0
W02113,L0044,S026,C410,P04,2026-04-02 09:36,2026-04-02 10:01,-18.058,-17.991,-18.146,-0.2448,53.65,0,0,0,9.9,92.18,customs_clearance,0
W02114,L0044,S026,C410,P04,2026-04-02 10:06,2026-04-02 10:31,-17.994,-17.958,-18.053,-0.1011,53.2,0,0,0,9.6,91.28,customs_clearance,0
W02115,L0044,S026,C410,P04,2026-04-02 10:36,2026-04-02 11:01,-17.998,-17.941,-18.041,0.0573,56.46,0,0,0,8.7,90.41,customs_clearance,0
W02116,L0044,S026,C410,P04,2026-04-02 11:06,2026-04-02 11:31,-18.105,-17.928,-18.237,-0.7323,54.0,0,0,0,7.6,89.5,customs_clearance,0
W02117,L0044,S026,C410,P04,2026-04-02 11:36,2026-04-02 12:01,-18.181,-18.113,-18.266,0.2928,53.07,0,0,0,12.0,88.61,customs_clearance,0
W02118,L0044,S026,C410,P04,2026-04-02 12:06,2026-04-02 12:31,-18.15,-18.108,-18.196,0.0703,54.8,1,0,0,42.6,87.73,customs_clearance,0
W02119,L0044,S026,C410,P04,2026-04-02 12:36,2026-04-02 13:01,-18.034,-17.906,-18.165,0.2122,55.95,0,0,0,74.2,86.86,customs_clearance,0
W02120,L0044,S026,C410,P04,2026-04-02 13:06,2026-04-02 13:31,-17.753,-17.608,-17.888,0.6672,54.04,0,0,0,104.9,85.97,customs_clearance,0
W02121,L0044,S026,C410,P04,2026-04-02 13:36,2026-04-02 14:01,-17.674,-17.637,-17.743,-0.0041,55.76,0,0,0,136.1,85.08,customs_clearance,0
W02122,L0044,S026,C410,P04,2026-04-02 14:06,2026-04-02 14:31,-17.64,-17.554,-17.714,0.1855,54.31,0,0,0,141.5,84.16,customs_clearance,0
W02123,L0044,S026,C410,P04,2026-04-02 14:36,2026-04-02 15:01,-17.615,-17.545,-17.704,-0.1008,55.16,0,0,0,141.6,83.27,customs_clearance,0
W02124,L0044,S026,C410,P04,2026-04-02 15:06,2026-04-02 15:31,-17.636,-17.542,-17.735,-0.4533,54.46,0,0,0,141.0,82.4,customs_clearance,0
W02125,L0044,S026,C410,P04,2026-04-02 15:36,2026-04-02 16:01,-17.603,-17.46,-17.708,0.5959,56.77,0,0,0,141.9,81.53,customs_clearance,0
W02126,L0044,S026,C410,P04,2026-04-02 16:06,2026-04-02 16:31,-17.484,-17.414,-17.544,-0.2534,56.62,0,0,0,140.9,80.65,customs_clearance,0
W02127,L0044,S026,C410,P04,2026-04-02 16:36,2026-04-02 17:01,-17.467,-17.306,-17.536,0.4584,55.0,0,0,0,140.1,79.75,customs_clearance,0
W02128,L0044,S026,C410,P04,2026-04-02 17:06,2026-04-02 17:31,-17.19,-17.133,-17.249,0.1056,53.74,0,0,0,140.2,78.86,customs_clearance,0
W02129,L0044,S026,C410,P04,2026-04-02 17:36,2026-04-02 18:01,-17.148,-17.125,-17.179,0.0847,55.35,0,0,0,139.2,77.97,customs_clearance,0
W02130,L0044,S026,C410,P04,2026-04-02 18:06,2026-04-02 18:31,-17.172,-17.138,-17.217,-0.0813,54.15,0,0,0,140.7,77.09,customs_clearance,0
W02131,L0044,S026,C410,P04,2026-04-02 18:36,2026-04-02 19:01,-17.297,-17.178,-17.45,-0.7207,54.09,0,0,0,140.8,76.2,customs_clearance,0
W02132,L0044,S026,C410,P04,2026-04-02 19:06,2026-04-02 19:31,-17.488,-17.454,-17.543,-0.1039,56.42,0,0,0,141.0,75.33,customs_clearance,0
W02133,L0045,S027,C205,P03,2026-04-03 00:35,2026-04-03 01:00,13.145,13.223,13.069,-0.2366,54.04,0,0,0,1.5,84.32,loading_zone,0
W02134,L0045,S027,C205,P03,2026-04-03 01:05,2026-04-03 01:30,13.037,13.207,12.852,-0.9566,56.63,0,0,0,1.3,83.14,loading_zone,0
W02135,L0045,S027,C205,P03,2026-04-03 01:35,2026-04-03 02:00,13.059,13.142,12.956,0.1385,56.77,0,0,0,1.2,81.96,loading_zone,0
W02136,L0045,S027,C205,P03,2026-04-03 02:05,2026-04-03 02:30,13.183,13.255,13.036,0.4533,53.2,0,0,0,1.9,80.77,loading_zone,0
W02137,L0045,S027,C205,P03,2026-04-03 02:35,2026-04-03 03:00,13.262,13.374,13.166,-0.5475,53.98,0,0,0,1.8,79.61,loading_zone,0
W02138,L0046,S027,C410,P04,2026-04-03 03:31,2026-04-03 03:56,-17.642,-17.483,-17.735,0.0494,54.82,0,0,0,2.8,97.83,last_mile,0
W02139,L0046,S027,C410,P04,2026-04-03 04:01,2026-04-03 04:26,-17.504,-17.433,-17.572,0.1622,55.69,0,0,0,3.2,95.81,last_mile,0
W02140,L0046,S027,C410,P04,2026-04-03 04:31,2026-04-03 04:56,-17.341,-17.279,-17.393,-0.0027,54.77,0,0,0,2.6,93.75,last_mile,0
W02141,L0046,S027,C410,P04,2026-04-03 05:01,2026-04-03 05:26,-17.145,-17.032,-17.324,0.5184,55.41,0,0,0,3.0,91.71,last_mile,0
W02142,L0046,S027,C410,P04,2026-04-03 05:31,2026-04-03 05:56,-17.094,-17.06,-17.119,0.0079,54.05,0,0,0,2.9,89.66,last_mile,0
W02143,L0046,S027,C410,P04,2026-04-03 06:01,2026-04-03 06:26,-17.051,-16.976,-17.165,-0.1773,55.65,0,0,0,16.9,87.62,last_mile,0
W02144,L0046,S027,C410,P04,2026-04-03 06:31,2026-04-03 06:56,-17.019,-16.902,-17.148,-0.3106,53.3,0,0,0,47.0,85.6,last_mile,0
W02145,L0046,S027,C410,P04,2026-04-03 07:01,2026-04-03 07:26,-16.985,-16.886,-17.057,0.2835,54.16,0,0,0,77.8,83.56,last_mile,0
W02146,L0046,S027,C410,P04,2026-04-03 07:31,2026-04-03 07:56,-17.014,-16.894,-17.119,0.216,53.79,0,0,0,109.0,81.5,last_mile,0
W02147,L0046,S027,C410,P04,2026-04-03 08:01,2026-04-03 08:26,-16.761,-16.601,-16.873,0.6867,54.68,0,0,0,139.8,79.46,last_mile,0
W02148,L0046,S027,C410,P04,2026-04-03 08:31,2026-04-03 08:56,-16.54,-16.469,-16.6,0.2842,55.04,0,0,0,171.6,77.43,last_mile,0
W02149,L0046,S027,C410,P04,2026-04-03 09:01,2026-04-03 09:26,-16.493,-16.381,-16.605,0.4827,53.54,0,0,0,201.9,75.41,last_mile,0
W02150,L0047,S028,C330,P02,2026-04-03 10:40,2026-04-03 11:05,5.027,5.151,4.804,0.7207,53.55,0,0,0,7.2,91.91,loading_zone,0
W02151,L0047,S028,C330,P02,2026-04-03 11:10,2026-04-03 11:35,4.996,5.025,4.967,-0.0322,55.48,0,0,0,6.9,91.76,loading_zone,0
W02152,L0047,S028,C330,P02,2026-04-03 11:40,2026-04-03 12:05,4.833,4.966,4.723,-0.5146,55.3,0,0,0,6.8,91.63,loading_zone,0
W02153,L0047,S028,C330,P02,2026-04-03 12:10,2026-04-03 12:35,4.854,4.893,4.809,-0.168,56.81,0,0,0,6.4,91.52,loading_zone,0
W02154,L0047,S028,C330,P02,2026-04-03 12:40,2026-04-03 13:05,4.843,4.924,4.747,0.1258,55.19,0,0,0,5.7,91.4,loading_zone,0
W02155,L0047,S028,C330,P02,2026-04-03 13:10,2026-04-03 13:35,5.031,5.194,4.829,0.7587,56.52,0,0,0,5.9,91.27,loading_zone,0
W02156,L0047,S028,C330,P02,2026-04-03 13:40,2026-04-03 14:05,5.18,5.29,5.049,0.0987,55.31,0,0,0,5.6,91.17,loading_zone,0
W02157,L0047,S028,C330,P02,2026-04-03 14:10,2026-04-03 14:35,5.277,5.362,5.236,-0.2541,56.87,0,0,0,5.8,91.06,loading_zone,0
W02158,L0047,S028,C330,P02,2026-04-03 14:40,2026-04-03 15:05,5.346,5.444,5.255,0.3662,54.88,0,0,0,5.8,90.94,loading_zone,0
W02159,L0047,S028,C330,P02,2026-04-03 15:10,2026-04-03 15:35,5.53,5.622,5.407,0.3984,55.44,0,0,0,5.7,90.82,loading_zone,0
W02160,L0047,S028,C330,P02,2026-04-03 15:40,2026-04-03 16:05,5.616,5.673,5.559,0.1176,56.76,0,0,0,6.2,90.7,loading_zone,0
W02161,L0047,S028,C330,P02,2026-04-03 16:10,2026-04-03 16:35,5.736,5.795,5.691,0.1269,55.24,0,0,0,5.4,90.59,loading_zone,0
W02162,L0047,S028,C330,P02,2026-04-03 16:40,2026-04-03 17:05,5.921,6.141,5.745,0.9247,57.25,0,0,0,6.0,90.47,loading_zone,0
W02163,L0047,S028,C330,P02,2026-04-03 17:10,2026-04-03 17:35,6.255,6.299,6.173,0.263,56.09,0,0,0,4.7,90.35,loading_zone,0
W02164,L0047,S028,C330,P02,2026-04-03 17:40,2026-04-03 18:05,6.253,6.364,6.18,-0.3398,55.4,0,0,0,5.1,90.22,loading_zone,0
W02165,L0047,S028,C330,P02,2026-04-03 18:10,2026-04-03 18:35,6.346,6.407,6.234,0.2712,54.25,0,0,0,4.7,90.08,loading_zone,0
W02166,L0047,S028,C330,P02,2026-04-03 18:40,2026-04-03 19:05,6.287,6.325,6.232,-0.119,56.31,0,0,0,5.0,89.97,loading_zone,0
W02167,L0047,S028,C330,P02,2026-04-03 19:10,2026-04-03 19:35,6.186,6.279,6.133,-0.1227,54.28,0,0,0,4.4,89.88,loading_zone,0
W02168,L0047,S028,C330,P02,2026-04-03 19:40,2026-04-03 20:05,6.307,6.347,6.26,-0.1533,54.18,0,0,0,4.1,89.77,loading_zone,0
W02169,L0047,S028,C330,P02,2026-04-03 20:10,2026-04-03 20:35,6.121,6.236,6.084,-0.2472,56.29,0,0,0,4.8,89.67,loading_zone,0
W02170,L0047,S028,C330,P02,2026-04-03 20:40,2026-04-03 21:05,6.099,6.146,6.059,-0.0017,53.98,0,0,0,5.5,89.56,loading_zone,0
W02171,L0047,S028,C330,P02,2026-04-03 21:10,2026-04-03 21:35,5.926,6.078,5.706,-0.8623,55.23,0,0,0,5.6,89.43,loading_zone,0
W02172,L0047,S028,C330,P02,2026-04-03 21:40,2026-04-03 22:05,5.759,5.878,5.59,-0.7179,56.94,0,0,0,6.7,89.31,loading_zone,0
W02173,L0047,S028,C330,P02,2026-04-03 22:10,2026-04-03 22:35,5.864,6.024,5.727,0.6405,55.35,0,0,0,6.4,89.17,loading_zone,0
W02174,L0047,S028,C330,P02,2026-04-03 22:40,2026-04-03 23:05,5.951,5.994,5.881,-0.2493,54.45,0,0,0,7.2,89.06,loading_zone,0
W02175,L0047,S028,C330,P02,2026-04-03 23:10,2026-04-03 23:35,5.837,5.875,5.755,-0.0185,55.43,0,0,0,7.7,88.94,loading_zone,0
W02176,L0047,S028,C330,P02,2026-04-03 23:40,2026-04-04 00:05,6.023,6.146,5.891,0.5451,54.82,0,0,0,7.2,88.81,loading_zone,0
W02177,L0047,S028,C330,P02,2026-04-04 00:10,2026-04-04 00:35,6.272,6.353,6.181,0.4272,55.77,0,0,0,8.1,88.72,loading_zone,0
W02178,L0047,S028,C330,P02,2026-04-04 00:40,2026-04-04 01:05,6.338,6.38,6.235,-0.0415,53.82,0,0,0,8.8,88.61,loading_zone,0
W02179,L0047,S028,C330,P02,2026-04-04 01:10,2026-04-04 01:35,6.264,6.359,6.079,-0.5798,56.05,0,0,0,8.8,88.51,loading_zone,0
W02180,L0047,S028,C330,P02,2026-04-04 01:40,2026-04-04 02:05,5.952,6.08,5.789,-0.7622,54.85,0,0,0,7.6,88.39,loading_zone,0
W02181,L0047,S028,C330,P02,2026-04-04 02:10,2026-04-04 02:35,5.835,5.892,5.798,-0.1663,54.82,0,0,0,6.7,88.3,loading_zone,0
W02182,L0047,S028,C330,P02,2026-04-04 02:40,2026-04-04 03:05,5.846,5.964,5.748,0.5661,54.54,0,0,0,5.6,88.19,loading_zone,0
W02183,L0047,S028,C330,P02,2026-04-04 03:10,2026-04-04 03:35,5.866,5.901,5.826,0.1221,54.7,0,0,0,5.3,88.06,loading_zone,0
W02184,L0047,S028,C330,P02,2026-04-04 03:40,2026-04-04 04:05,5.777,5.823,5.718,-0.193,54.19,0,0,0,5.2,87.95,loading_zone,0
W02185,L0047,S028,C330,P02,2026-04-04 04:10,2026-04-04 04:35,5.828,5.874,5.746,-0.0998,53.85,0,0,0,3.6,87.81,loading_zone,0
W02186,L0047,S028,C330,P02,2026-04-04 04:40,2026-04-04 05:05,5.803,5.909,5.678,0.5109,54.59,0,0,0,3.7,87.69,loading_zone,0
W02187,L0047,S028,C330,P02,2026-04-04 05:10,2026-04-04 05:35,5.923,5.994,5.84,-0.1409,52.46,0,0,0,2.7,87.58,loading_zone,0
W02188,L0047,S028,C330,P02,2026-04-04 05:40,2026-04-04 06:05,5.848,5.97,5.755,0.503,54.74,0,0,0,3.4,87.45,loading_zone,0
W02189,L0047,S028,C330,P02,2026-04-04 06:10,2026-04-04 06:35,6.002,6.082,5.925,-0.3123,53.86,0,0,0,3.6,87.34,loading_zone,0
W02190,L0047,S028,C330,P02,2026-04-04 06:40,2026-04-04 07:05,5.81,5.853,5.722,0.1224,55.1,0,0,0,3.8,87.24,loading_zone,0
W02191,L0047,S028,C330,P02,2026-04-04 07:10,2026-04-04 07:35,5.856,5.881,5.8,0.12,55.88,0,0,0,4.1,87.14,loading_zone,0
W02192,L0047,S028,C330,P02,2026-04-04 07:40,2026-04-04 08:05,5.785,5.892,5.674,0.1409,54.96,0,0,0,3.0,87.02,loading_zone,0
W02193,L0047,S028,C330,P02,2026-04-04 08:10,2026-04-04 08:35,5.99,6.065,5.926,-0.1053,53.67,0,0,0,3.2,86.9,loading_zone,0
W02194,L0047,S028,C330,P02,2026-04-04 08:40,2026-04-04 09:05,5.91,5.969,5.827,0.1879,54.56,0,0,0,2.2,86.78,loading_zone,0
W02195,L0047,S028,C330,P02,2026-04-04 09:10,2026-04-04 09:35,5.866,5.969,5.799,0.169,55.4,0,0,0,2.4,86.66,loading_zone,0
W02196,L0047,S028,C330,P02,2026-04-04 09:40,2026-04-04 10:05,5.956,6.09,5.838,0.6117,54.25,0,0,0,2.8,86.57,loading_zone,0
W02197,L0047,S028,C330,P02,2026-04-04 10:10,2026-04-04 10:35,6.151,6.21,6.086,0.2139,55.68,0,0,0,3.1,86.5,loading_zone,0
W02198,L0047,S028,C330,P02,2026-04-04 10:40,2026-04-04 11:05,6.074,6.192,5.989,-0.1457,54.51,0,0,0,3.8,86.39,loading_zone,0
W02199,L0047,S028,C330,P02,2026-04-04 11:10,2026-04-04 11:35,5.969,6.049,5.871,0.4653,53.12,0,0,0,4.0,86.29,loading_zone,0
W02200,L0047,S028,C330,P02,2026-04-04 11:40,2026-04-04 12:05,6.168,6.335,6.023,0.6446,56.31,0,0,0,3.0,86.18,loading_zone,0
W02201,L0047,S028,C330,P02,2026-04-04 12:10,2026-04-04 12:35,6.369,6.443,6.303,0.1491,56.01,0,0,0,3.0,86.07,loading_zone,0
W02202,L0047,S028,C330,P02,2026-04-04 12:40,2026-04-04 13:05,6.536,6.624,6.399,0.4601,58.38,0,0,0,3.1,85.98,loading_zone,0
W02203,L0047,S028,C330,P02,2026-04-04 13:10,2026-04-04 13:35,6.51,6.669,6.367,-0.7231,54.59,0,0,0,1.1,85.89,loading_zone,0
W02204,L0047,S028,C330,P02,2026-04-04 13:40,2026-04-04 14:05,6.459,6.508,6.376,0.2849,56.16,0,0,0,2.2,85.78,loading_zone,0
W02205,L0047,S028,C330,P02,2026-04-04 14:10,2026-04-04 14:35,6.482,6.526,6.431,0.0027,56.4,0,0,0,2.7,85.67,loading_zone,0
W02206,L0047,S028,C330,P02,2026-04-04 14:40,2026-04-04 15:05,6.462,6.543,6.376,0.1529,54.05,0,0,0,4.1,85.55,loading_zone,0
W02207,L0047,S028,C330,P02,2026-04-04 15:10,2026-04-04 15:35,6.686,6.781,6.586,0.1646,55.67,0,0,0,5.5,85.45,loading_zone,0
W02208,L0047,S028,C330,P02,2026-04-04 15:40,2026-04-04 16:05,6.668,6.717,6.575,0.2287,52.95,0,0,0,6.7,85.35,loading_zone,0
W02209,L0047,S028,C330,P02,2026-04-04 16:10,2026-04-04 16:35,6.862,6.909,6.794,0.0634,57.05,0,0,0,6.7,85.23,loading_zone,0
W02210,L0047,S028,C330,P02,2026-04-04 16:40,2026-04-04 17:05,6.922,6.989,6.835,-0.1402,55.22,0,0,0,7.2,85.11,loading_zone,0
W02211,L0047,S028,C330,P02,2026-04-04 17:10,2026-04-04 17:35,6.798,6.902,6.704,-0.3813,55.14,0,0,0,6.9,85.0,loading_zone,0
W02212,L0047,S028,C330,P02,2026-04-04 17:40,2026-04-04 18:05,6.606,6.693,6.525,-0.1426,54.49,0,0,0,7.3,84.89,loading_zone,0
W02213,L0047,S028,C330,P02,2026-04-04 18:10,2026-04-04 18:35,6.847,6.964,6.718,0.0861,55.23,0,0,0,6.9,84.77,loading_zone,0
W02214,L0047,S028,C330,P02,2026-04-04 18:40,2026-04-04 19:05,6.791,6.85,6.754,0.0151,54.77,0,0,0,6.7,84.66,loading_zone,0
W02215,L0047,S028,C330,P02,2026-04-04 19:10,2026-04-04 19:35,6.682,6.8,6.616,-0.1941,54.6,0,0,0,7.7,84.53,loading_zone,0
W02216,L0047,S028,C330,P02,2026-04-04 19:40,2026-04-04 20:05,6.542,6.641,6.509,-0.144,55.32,0,0,0,7.8,84.41,loading_zone,0
W02217,L0047,S028,C330,P02,2026-04-04 20:10,2026-04-04 20:35,6.705,6.805,6.589,0.2167,54.93,0,0,0,8.3,84.28,loading_zone,0
W02218,L0047,S028,C330,P02,2026-04-04 20:40,2026-04-04 21:05,6.821,6.971,6.661,0.4042,55.31,0,0,0,10.1,84.16,loading_zone,0
W02219,L0047,S028,C330,P02,2026-04-04 21:10,2026-04-04 21:35,6.74,6.815,6.705,-0.0151,53.75,0,0,0,10.2,84.04,loading_zone,0
W02220,L0047,S028,C330,P02,2026-04-04 21:40,2026-04-04 22:05,6.772,6.826,6.718,-0.0699,54.17,0,0,0,10.4,83.93,loading_zone,0
W02221,L0047,S028,C330,P02,2026-04-04 22:10,2026-04-04 22:35,6.791,6.883,6.674,0.4231,57.56,0,0,0,10.5,83.82,loading_zone,0
W02222,L0047,S028,C330,P02,2026-04-04 22:40,2026-04-04 23:05,6.76,6.835,6.658,0.1982,55.53,0,0,0,9.6,83.7,loading_zone,0
W02223,L0047,S028,C330,P02,2026-04-04 23:10,2026-04-04 23:35,6.669,6.776,6.589,-0.3597,54.41,0,0,0,8.9,83.59,loading_zone,0
W02224,L0047,S028,C330,P02,2026-04-04 23:40,2026-04-05 00:05,6.366,6.55,6.286,-0.6007,54.46,0,0,0,9.1,83.47,loading_zone,0
W02225,L0047,S028,C330,P02,2026-04-05 00:10,2026-04-05 00:35,6.054,6.241,5.858,-0.8163,52.81,0,0,0,8.8,83.35,loading_zone,0
W02226,L0047,S028,C330,P02,2026-04-05 00:40,2026-04-05 01:05,5.888,5.952,5.755,-0.4162,54.41,0,0,0,8.7,83.24,loading_zone,0
W02227,L0047,S028,C330,P02,2026-04-05 01:10,2026-04-05 01:35,5.741,5.949,5.601,-0.7011,54.84,0,0,0,8.0,83.11,loading_zone,0
W02228,L0047,S028,C330,P02,2026-04-05 01:40,2026-04-05 02:05,5.503,5.701,5.343,-0.6816,54.76,0,0,0,8.3,82.99,loading_zone,0
W02229,L0047,S028,C330,P02,2026-04-05 02:10,2026-04-05 02:35,5.395,5.468,5.331,0.0939,55.23,0,0,0,9.1,82.89,loading_zone,0
W02230,L0047,S028,C330,P02,2026-04-05 02:40,2026-04-05 03:05,5.409,5.494,5.296,-0.4025,54.15,0,0,0,7.7,82.78,loading_zone,0
