window_id,leg_id,shipment_id,container_id,product_id,window_start,window_end,avg_temp_c,max_temp_c,min_temp_c,temp_slope_c_per_hr,humidity_avg_pct,shock_count,door_open_count,minutes_outside_range,current_delay_min,battery_avg_pct,transit_phase,target_spoilage_risk_6h,prod_temp_low,prod_temp_high,prod_temp_mid,prod_temp_crit_low,prod_temp_crit_high,temp_deviation,temp_breach,temp_critical_breach,temp_margin,window_duration_min,hour_of_day,cumulative_breach_min,delay_acceleration,battery_drain_rate,rolling_temp_mean_3,rolling_temp_std_3,rolling_slope_mean_3,time_in_phase_min,leg_progress_pct,det_score,det_rules_fired,ml_score,final_score,risk_tier,recommended_actions,requires_human_approval
W02407,L0056,S032,C100,P01,2026-04-03 18:36:00,2026-04-03 19:01:00,6.272,6.402,6.129,0.4913,56.23,0,0,0,146.6,80.09,customs_clearance,0,2.0,8.0,5.0,0.0,12.0,1.2720000000000002,0,0,1.7279999999999998,25.0,18,0,31.099999999999994,-1.7099999999999937,5.945333333333333,0.35776295690489873,0.7959999999999999,250.0,0.7692307692307693,0.0,,0.0014764047,0.0008858428918756545,LOW,standard_monitoring,False
W02408,L0056,S032,C100,P01,2026-04-03 19:06:00,2026-04-03 19:31:00,6.567,6.671,6.5,0.2136,54.85,0,0,0,166.8,78.38,customs_clearance,0,2.0,8.0,5.0,0.0,12.0,1.5670000000000002,0,0,1.4329999999999998,25.0,19,0,20.200000000000017,-1.710000000000008,6.280000000000001,0.2830847929508124,0.5041,275.0,0.8461538461538461,0.0,,0.0008102488,0.00048614927800372243,LOW,standard_monitoring,False
W02409,L0056,S032,C100,P01,2026-04-03 19:36:00,2026-04-03 20:01:00,6.217,6.493,5.958,-1.3543,54.96,0,0,0,167.3,76.68,customs_clearance,0,2.0,8.0,5.0,0.0,12.0,1.2169999999999996,0,0,1.7830000000000004,25.0,19,0,0.5,-1.6999999999999886,6.352,0.18821530224719998,-0.2164666666666667,300.0,0.9230769230769231,0.0,,5.9567257e-05,3.574035508790985e-05,LOW,standard_monitoring,False
W02410,L0056,S032,C100,P01,2026-04-03 20:06:00,2026-04-03 20:31:00,5.684,5.781,5.535,-0.5794,54.87,0,0,0,168.6,75.0,customs_clearance,0,2.0,8.0,5.0,0.0,12.0,0.6840000000000002,0,0,2.316,25.0,20,0,1.299999999999983,-1.6800000000000068,6.156,0.4446493000106983,-0.5733666666666667,325.0,1.0,0.0,,0.00013310183,7.986109994817525e-05,LOW,standard_monitoring,False
W02411,L0057,S033,C100,P01,2026-04-01 18:01:00,2026-04-01 18:26:00,4.877,4.988,4.782,-0.5482,55.07,0,0,0,0.9,94.41,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.12300000000000022,0,0,2.877,25.0,18,0,0.0,0.0,4.877,0.0,-0.5482,0.0,0.0,0.0,,0.0007486976,0.0004492185835260898,LOW,standard_monitoring,False
W02412,L0057,S033,C100,P01,2026-04-01 18:31:00,2026-04-01 18:56:00,4.879,5.102,4.68,1.0563,54.34,0,0,0,30.8,88.28,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.12100000000000044,0,0,2.8789999999999996,25.0,18,0,29.900000000000002,-6.1299999999999955,4.878,0.0014142135623726253,0.25405,25.0,0.3333333333333333,0.0,,0.0004522225,0.000271333527052775,LOW,standard_monitoring,False
W02413,L0057,S033,C100,P01,2026-04-01 19:01:00,2026-04-01 19:26:00,5.293,5.395,5.13,0.6682,54.43,0,0,0,61.6,82.13,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.29300000000000015,0,0,2.707,25.0,19,0,30.8,-6.150000000000006,5.016333333333333,0.23960244851280899,0.39209999999999995,50.0,0.6666666666666666,0.0,,0.00026021397,0.00015612838615197688,LOW,standard_monitoring,False
W02414,L0057,S033,C100,P01,2026-04-01 19:31:00,2026-04-01 19:56:00,5.447,5.58,5.355,0.5253,56.01,0,0,0,92.3,76.0,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.44700000000000006,0,0,2.553,25.0,19,0,30.699999999999996,-6.1299999999999955,5.206333333333333,0.2937504609925458,0.7499333333333333,75.0,1.0,0.0,,0.00031889242,0.00019133546447847039,LOW,standard_monitoring,False
W02415,L0058,S033,C410,P04,2026-04-01 20:04:00,2026-04-01 20:29:00,-17.426,-17.343,-17.506,-0.3381,56.48,0,0,0,3.4,97.95,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,2.5740000000000016,0,0,2.4259999999999984,25.0,20,0,0.0,0.0,-17.426,0.0,-0.3381,0.0,0.0,0.0,,0.001517432,0.0009104592609219253,LOW,standard_monitoring,False
W02416,L0058,S033,C410,P04,2026-04-01 20:34:00,2026-04-01 20:59:00,-17.363,-17.289,-17.428,-0.1742,56.47,0,0,0,3.5,96.15,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,2.6370000000000005,0,0,2.3629999999999995,25.0,20,0,0.10000000000000009,-1.7999999999999972,-17.3945,0.044547727214752926,-0.25615,25.0,0.08333333333333333,0.0,,0.0005159584,0.00030957505805417895,LOW,standard_monitoring,False
W02417,L0058,S033,C410,P04,2026-04-01 21:04:00,2026-04-01 21:29:00,-17.344,-17.289,-17.42,0.2019,55.8,0,0,0,3.4,94.36,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,2.655999999999999,0,0,2.344000000000001,25.0,21,0,-0.10000000000000009,-1.7900000000000063,-17.377666666666666,0.04292241061885163,-0.10346666666666667,50.0,0.16666666666666666,0.0,,0.00037149663,0.00022289798653218895,LOW,standard_monitoring,False
W02418,L0058,S033,C410,P04,2026-04-01 21:34:00,2026-04-01 21:59:00,-17.337,-17.274,-17.374,0.1498,53.77,0,0,0,2.9,92.54,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,2.6630000000000003,0,0,2.3369999999999997,25.0,21,0,-0.5,-1.8199999999999932,-17.348,0.013453624047076203,0.059166666666666666,75.0,0.25,0.0,,0.00032133053,0.00019279832486063242,LOW,standard_monitoring,False
W02419,L0058,S033,C410,P04,2026-04-01 22:04:00,2026-04-01 22:29:00,-17.31,-17.233,-17.379,-0.1419,55.34,0,0,0,2.1,90.72,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,2.6900000000000013,0,0,2.3099999999999987,25.0,22,0,-0.7999999999999998,-1.8200000000000074,-17.330333333333332,0.017953644012661803,0.06993333333333333,100.0,0.3333333333333333,0.0,,0.00024473164,0.00014683898189105093,LOW,standard_monitoring,False
W02420,L0058,S033,C410,P04,2026-04-01 22:34:00,2026-04-01 22:59:00,-17.231,-17.177,-17.326,0.337,56.97,0,0,0,2.3,88.91,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,2.7689999999999984,0,0,2.2310000000000016,25.0,22,0,0.19999999999999973,-1.8100000000000023,-17.292666666666666,0.05508478313775058,0.11496666666666666,125.0,0.4166666666666667,0.0,,0.00032935484,0.00019761291332542896,LOW,standard_monitoring,False
W02421,L0058,S033,C410,P04,2026-04-01 23:04:00,2026-04-01 23:29:00,-17.125,-17.006,-17.327,0.7354,55.69,0,0,0,22.8,87.09,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,2.875,0,0,2.125,25.0,23,0,20.5,-1.8199999999999932,-17.221999999999998,0.09282779756085661,0.3101666666666667,150.0,0.5,0.0,,0.00053592405,0.0003215544275008142,LOW,standard_monitoring,False
W02422,L0058,S033,C410,P04,2026-04-01 23:34:00,2026-04-01 23:59:00,-16.972,-16.737,-17.093,0.6494,55.59,0,0,0,51.9,85.29,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,3.0279999999999987,0,0,1.9720000000000013,25.0,23,0,29.099999999999998,-1.7999999999999972,-17.109333333333336,0.1302088066658013,0.5739333333333333,175.0,0.5833333333333334,0.0,,0.0007029876,0.0004217925888951868,LOW,standard_monitoring,False
W02423,L0058,S033,C410,P04,2026-04-02 00:04:00,2026-04-02 00:29:00,-16.523,-16.457,-16.597,0.3631,54.98,0,0,0,82.2,83.48,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,3.4770000000000003,0,0,1.5229999999999997,25.0,0,0,30.300000000000004,-1.8100000000000023,-16.873333333333335,0.3128934856038562,0.5826333333333333,200.0,0.6666666666666666,0.0,,0.018142138,0.010885283350944519,LOW,standard_monitoring,False
W02424,L0058,S033,C410,P04,2026-04-02 00:34:00,2026-04-02 00:59:00,-16.228,-16.026,-16.421,1.0337,55.64,0,0,0,112.6,81.68,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,3.7719999999999985,0,0,1.2280000000000015,25.0,0,0,30.39999999999999,-1.7999999999999972,-16.574333333333335,0.3746469449139118,0.6820666666666666,225.0,0.75,0.0689,temp_trend_warning,0.09632328,0.08535397115111351,LOW,standard_monitoring,False
W02425,L0058,S033,C410,P04,2026-04-02 01:04:00,2026-04-02 01:29:00,-15.96,-15.856,-16.072,0.491,53.8,0,0,0,142.8,79.88,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,4.039999999999999,0,0,0.9600000000000009,25.0,1,0,30.200000000000017,-1.8000000000000114,-16.237000000000002,0.281607883412363,0.6292666666666666,250.0,0.8333333333333334,0.0595,delay_temp_stress,0.098454386,0.08287263234257698,LOW,standard_monitoring,False
W02426,L0058,S033,C410,P04,2026-04-02 01:34:00,2026-04-02 01:59:00,-15.838,-15.751,-15.972,-0.4889,55.95,0,0,0,172.6,78.07,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,4.162000000000001,0,0,0.8379999999999992,25.0,1,0,29.799999999999983,-1.8100000000000023,-16.008666666666667,0.1995027151026353,0.34526666666666667,275.0,0.9166666666666666,0.0719,delay_temp_stress,0.13429266,0.10933560026645661,LOW,standard_monitoring,False
W02427,L0058,S033,C410,P04,2026-04-02 02:04:00,2026-04-02 02:29:00,-15.565,-15.424,-15.702,0.7982,56.96,0,0,0,203.3,76.28,cold_store_transfer,0,-25.0,-15.0,-20.0,-30.0,-8.0,4.4350000000000005,0,0,0.5649999999999995,25.0,2,0,30.700000000000017,-1.789999999999992,-15.787666666666667,0.20225314171433875,0.26676666666666665,300.0,1.0,0.0847,delay_temp_stress,0.56126845,0.370641087179184,MEDIUM,increase_monitoring_frequency;pre_alert_ops,False
W02428,L0059,S034,C620,P05,2026-04-03 02:05:00,2026-04-03 02:30:00,3.784,3.905,3.648,0.5239,56.46,0,0,0,1.6,87.08,air_handoff,0,2.0,8.0,5.0,0.0,10.0,1.2160000000000002,0,0,1.7839999999999998,25.0,2,0,0.0,0.0,3.784,0.0,0.5239,0.0,0.0,0.0,,0.016480645,0.00988838728517294,LOW,standard_monitoring,False
W02429,L0059,S034,C620,P05,2026-04-03 02:35:00,2026-04-03 03:00:00,3.917,3.995,3.852,0.1594,54.71,0,0,0,2.2,85.48,air_handoff,0,2.0,8.0,5.0,0.0,10.0,1.0830000000000002,0,0,1.9169999999999998,25.0,2,0,0.6000000000000001,-1.5999999999999943,3.8505,0.09404520189781083,0.34165,25.0,0.08333333333333333,0.0,,0.0057646064,0.003458763938397169,LOW,standard_monitoring,False
W02430,L0059,S034,C620,P05,2026-04-03 03:05:00,2026-04-03 03:30:00,3.912,3.947,3.868,-0.1066,56.61,0,0,0,3.0,83.9,air_handoff,0,2.0,8.0,5.0,0.0,10.0,1.088,0,0,1.912,25.0,3,0,0.7999999999999998,-1.5799999999999983,3.871,0.07538567503179898,0.19223333333333334,50.0,0.16666666666666666,0.0,,0.0016416695,0.0009850017959252,LOW,standard_monitoring,False
W02431,L0059,S034,C620,P05,2026-04-03 03:35:00,2026-04-03 04:00:00,3.847,3.888,3.789,0.1526,56.42,0,0,0,3.6,82.32,air_handoff,0,2.0,8.0,5.0,0.0,10.0,1.153,0,0,1.847,25.0,3,0,0.6000000000000001,-1.5800000000000125,3.892,0.039051248379533096,0.06846666666666666,75.0,0.25,0.0,,0.0010919132,0.0006551479455083609,LOW,standard_monitoring,False
W02432,L0059,S034,C620,P05,2026-04-03 04:05:00,2026-04-03 04:30:00,4.081,4.231,3.893,0.7275,53.96,0,0,0,33.4,80.72,air_handoff,0,2.0,8.0,5.0,0.0,10.0,0.9189999999999996,0,0,2.0810000000000004,25.0,4,0,29.799999999999997,-1.5999999999999943,3.9466666666666668,0.1207904521613083,0.25783333333333336,100.0,0.3333333333333333,0.0,,0.04731558,0.028389347717165947,LOW,standard_monitoring,False
W02433,L0059,S034,C620,P05,2026-04-03 04:35:00,2026-04-03 05:00:00,4.522,4.675,4.282,0.8654,54.95,0,0,0,64.1,79.11,air_handoff,0,2.0,8.0,5.0,0.0,10.0,0.47799999999999976,0,0,2.5220000000000002,25.0,4,0,30.699999999999996,-1.6099999999999994,4.1499999999999995,0.34274917943008965,0.5818333333333333,125.0,0.4166666666666667,0.0,,0.014947541,0.008968524634838104,LOW,standard_monitoring,False
W02434,L0059,S034,C620,P05,2026-04-03 05:05:00,2026-04-03 05:30:00,5.016,5.114,4.906,0.3446,54.81,0,0,0,94.8,77.51,air_handoff,0,2.0,8.0,5.0,0.0,10.0,0.016000000000000014,0,0,2.984,25.0,5,0,30.700000000000003,-1.5999999999999943,4.539666666666666,0.46775028950641234,0.6458333333333334,150.0,0.5,0.0,,0.008828012,0.005296807736158371,LOW,standard_monitoring,False
W02435,L0059,S034,C620,P05,2026-04-03 05:35:00,2026-04-03 06:00:00,4.952,5.188,4.737,-1.0515,54.96,0,0,0,99.1,75.91,air_handoff,0,2.0,8.0,5.0,0.0,10.0,0.04800000000000004,0,0,2.952,25.0,5,0,4.299999999999997,-1.6000000000000085,4.829999999999999,0.26864846919347823,0.05283333333333329,175.0,0.5833333333333334,0.0,,0.0004412401,0.00026474407059140503,LOW,standard_monitoring,False
W02436,L0059,S034,C620,P05,2026-04-03 06:05:00,2026-04-03 06:30:00,4.642,4.732,4.568,-0.1995,54.25,0,0,0,99.7,74.3,air_handoff,0,2.0,8.0,5.0,0.0,10.0,0.35799999999999965,0,0,2.6420000000000003,25.0,6,0,0.6000000000000085,-1.6099999999999994,4.87,0.20002999775033553,-0.30213333333333336,200.0,0.6666666666666666,0.0,,0.00015689466,9.413679799763486e-05,LOW,standard_monitoring,False
W02437,L0059,S034,C620,P05,2026-04-03 06:35:00,2026-04-03 07:00:00,4.446,4.515,4.394,0.2469,55.89,0,0,0,99.6,72.72,air_handoff,0,2.0,8.0,5.0,0.0,10.0,0.5540000000000003,0,0,2.4459999999999997,25.0,6,0,-0.10000000000000853,-1.5799999999999983,4.68,0.25513133872576205,-0.33470000000000005,225.0,0.75,0.0,,0.000103670274,6.220216891961172e-05,LOW,standard_monitoring,False
W02438,L0059,S034,C620,P05,2026-04-03 07:05:00,2026-04-03 07:30:00,4.43,4.564,4.281,-0.7505,55.93,0,0,0,99.6,71.13,air_handoff,0,2.0,8.0,5.0,0.0,10.0,0.5700000000000003,0,0,2.4299999999999997,25.0,7,0,0.0,-1.5900000000000034,4.505999999999999,0.1180508365069888,-0.23436666666666664,250.0,0.8333333333333334,0.0,,0.00012717115,7.630269101355225e-05,LOW,standard_monitoring,False
W02439,L0059,S034,C620,P05,2026-04-03 07:35:00,2026-04-03 08:00:00,4.069,4.215,3.962,-0.4203,55.75,0,0,0,99.1,69.53,air_handoff,0,2.0,8.0,5.0,0.0,10.0,0.931,0,0,2.069,25.0,7,0,-0.5,-1.5999999999999943,4.314999999999999,0.21319240136552703,-0.30796666666666667,275.0,0.9166666666666666,0.0,,5.5371158e-05,3.3222695492440835e-05,LOW,standard_monitoring,False
W02440,L0059,S034,C620,P05,2026-04-03 08:05:00,2026-04-03 08:30:00,4.076,4.14,4.002,0.2753,54.08,0,0,0,98.2,67.94,air_handoff,0,2.0,8.0,5.0,0.0,10.0,0.9240000000000004,0,0,2.0759999999999996,25.0,8,0,-0.8999999999999915,-1.5900000000000034,4.191666666666666,0.20643239409873065,-0.29849999999999993,300.0,1.0,0.0,,5.9166498e-05,3.5499899240676314e-05,LOW,standard_monitoring,False
W02441,L0060,S034,C515,P06,2026-04-03 09:03:00,2026-04-03 09:28:00,5.359,5.428,5.305,0.2523,56.11,0,0,0,6.1,71.54,cold_store_transfer,0,2.0,8.0,5.0,0.0,12.0,0.359,0,0,2.641,25.0,9,0,0.0,0.0,5.359,0.0,0.2523,0.0,0.0,0.0,,0.20146644,0.12087986618280411,LOW,standard_monitoring,False
W02442,L0060,S034,C515,P06,2026-04-03 09:33:00,2026-04-03 09:58:00,5.732,5.905,5.527,0.9435,55.18,0,0,0,5.8,70.76,cold_store_transfer,0,2.0,8.0,5.0,0.0,12.0,0.7320000000000002,0,0,2.268,25.0,9,0,-0.2999999999999998,-0.7800000000000011,5.5455000000000005,0.2637508293825821,0.5979,25.0,0.16666666666666666,0.0,,0.21292007,0.12775205075740814,LOW,standard_monitoring,False
W02443,L0060,S034,C515,P06,2026-04-03 10:03:00,2026-04-03 10:28:00,5.836,5.923,5.785,0.0072,55.48,0,0,0,5.8,69.98,cold_store_transfer,0,2.0,8.0,5.0,0.0,12.0,0.8360000000000003,0,0,2.1639999999999997,25.0,10,0,0.0,-0.7800000000000011,5.642333333333333,0.25082331098471133,0.401,50.0,0.3333333333333333,0.0,,0.11440388,0.06864233314990997,LOW,standard_monitoring,False
W02444,L0060,S034,C515,P06,2026-04-03 10:33:00,2026-04-03 10:58:00,5.888,5.99,5.784,0.3405,53.93,0,0,0,6.4,69.21,cold_store_transfer,0,2.0,8.0,5.0,0.0,12.0,0.8879999999999999,0,0,2.112,25.0,10,0,0.6000000000000005,-0.7700000000000102,5.818666666666666,0.07943131204589844,0.43039999999999995,75.0,0.5,0.0,,0.019586602,0.011751961894333363,LOW,standard_monitoring,False
W02445,L0060,S034,C515,P06,2026-04-03 11:03:00,2026-04-03 11:28:00,5.815,5.907,5.661,-0.5808,55.34,0,0,0,7.6,68.43,cold_store_transfer,0,2.0,8.0,5.0,0.0,12.0,0.8150000000000004,0,0,2.1849999999999996,25.0,11,0,1.1999999999999993,-0.7799999999999869,5.846333333333334,0.03758102358016447,-0.07769999999999999,100.0,0.6666666666666666,0.0,,0.0016848152,0.0010108891874551773,LOW,standard_monitoring,False
W02446,L0060,S034,C515,P06,2026-04-03 11:33:00,2026-04-03 11:58:00,5.733,5.792,5.663,0.1594,53.88,0,0,0,6.5,67.68,cold_store_transfer,0,2.0,8.0,5.0,0.0,12.0,0.7329999999999997,0,0,2.2670000000000003,25.0,11,0,-1.0999999999999996,-0.75,5.812,0.0775435361587258,-0.026966666666666667,125.0,0.8333333333333334,0.0,,0.00066462305,0.0003987738455180079,LOW,standard_monitoring,False
W02447,L0060,S034,C515,P06,2026-04-03 12:03:00,2026-04-03 12:28:00,5.638,5.757,5.508,0.6514,56.28,0,0,0,5.4,66.92,cold_store_transfer,0,2.0,8.0,5.0,0.0,12.0,0.6379999999999999,0,0,2.362,25.0,12,0,-1.0999999999999996,-0.7600000000000051,5.728666666666666,0.08857953111940196,0.07666666666666666,150.0,1.0,0.0,,0.0008010818,0.00048064911970868707,LOW,standard_monitoring,False
W02688,L0062,S036,C100,P01,2026-04-02 06:25:00,2026-04-02 06:50:00,4.839,4.971,4.649,-0.7632,53.68,0,0,0,7.0,97.2,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.1609999999999996,0,0,2.8390000000000004,25.0,6,0,0.0,0.0,4.839,0.0,-0.7632,0.0,0.0,0.0,,0.0010834303,0.0006500581512227654,LOW,standard_monitoring,False
W02689,L0062,S036,C100,P01,2026-04-02 06:55:00,2026-04-02 07:20:00,4.8,4.992,4.563,1.0251,53.69,0,0,0,6.5,95.81,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.20000000000000018,0,0,2.8,25.0,6,0,-0.5,-1.3900000000000006,4.8195,0.027577164466275457,0.13094999999999996,25.0,0.0625,0.0,,0.0014673873,0.0008804324315860868,LOW,standard_monitoring,False
W02690,L0062,S036,C100,P01,2026-04-02 07:25:00,2026-04-02 07:50:00,5.121,5.184,5.039,0.0775,55.62,0,0,0,6.3,94.41,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.12100000000000044,0,0,2.8789999999999996,25.0,7,0,-0.20000000000000018,-1.4000000000000057,4.920000000000001,0.17515992692394045,0.11313333333333331,50.0,0.125,0.0,,0.0006287957,0.00037727743620052934,LOW,standard_monitoring,False
W02691,L0062,S036,C100,P01,2026-04-02 07:55:00,2026-04-02 08:20:00,5.2,5.292,5.141,0.2263,55.68,0,0,0,6.1,93.02,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.20000000000000018,0,0,2.8,25.0,7,0,-0.20000000000000018,-1.3900000000000006,5.040333333333334,0.21184978955225248,0.44296666666666656,75.0,0.1875,0.0,,0.0012702008,0.0007621205295436084,LOW,standard_monitoring,False
W02692,L0062,S036,C100,P01,2026-04-02 08:25:00,2026-04-02 08:50:00,5.127,5.237,5.031,-0.3401,55.17,0,0,0,5.5,91.62,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.12699999999999978,0,0,2.873,25.0,8,0,-0.5999999999999996,-1.3999999999999915,5.149333333333334,0.04398105652816674,-0.012099999999999963,100.0,0.25,0.0,,0.00041596277,0.00024957768619060516,LOW,standard_monitoring,False
W02693,L0062,S036,C100,P01,2026-04-02 08:55:00,2026-04-02 09:20:00,5.302,5.436,5.217,0.5047,56.14,0,0,0,6.0,90.26,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.3019999999999996,0,0,2.6980000000000004,25.0,8,0,0.5,-1.3599999999999994,5.209666666666666,0.08789956389729053,0.13030000000000005,125.0,0.3125,0.0,,0.0006699373,0.0004019624029751867,LOW,standard_monitoring,False
W02694,L0062,S036,C100,P01,2026-04-02 09:25:00,2026-04-02 09:50:00,5.503,5.597,5.391,0.5102,55.21,0,0,0,5.7,88.89,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.5030000000000001,0,0,2.497,25.0,9,0,-0.2999999999999998,-1.3700000000000045,5.310666666666666,0.1881497630435235,0.22493333333333335,150.0,0.375,0.0,,0.00049599644,0.00029759787139482796,LOW,standard_monitoring,False
W02695,L0062,S036,C100,P01,2026-04-02 09:55:00,2026-04-02 10:20:00,5.856,5.984,5.708,0.5952,57.27,0,0,0,4.8,87.5,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.8559999999999999,0,0,2.144,25.0,9,0,-0.9000000000000004,-1.3900000000000006,5.553666666666667,0.28045379892833344,0.5367000000000001,175.0,0.4375,0.0,,0.0018030754,0.0010818452574312687,LOW,standard_monitoring,False
W02696,L0062,S036,C100,P01,2026-04-02 10:25:00,2026-04-02 10:50:00,5.86,6.052,5.728,-0.8304,55.63,0,0,0,5.5,86.13,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.8600000000000003,0,0,2.1399999999999997,25.0,10,0,0.7000000000000002,-1.3700000000000045,5.739666666666667,0.2049691033627606,0.09166666666666663,200.0,0.5,0.0,,0.00071156124,0.0004269367491360754,LOW,standard_monitoring,False
W02697,L0062,S036,C100,P01,2026-04-02 10:55:00,2026-04-02 11:20:00,5.672,5.723,5.6,-0.2709,53.77,0,0,0,6.2,84.76,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.6719999999999997,0,0,2.3280000000000003,25.0,10,0,0.7000000000000002,-1.3699999999999903,5.796,0.1074057726567841,-0.1687,225.0,0.5625,0.0,,0.00047622027,0.0002857321815099567,LOW,standard_monitoring,False
W02698,L0062,S036,C100,P01,2026-04-02 11:25:00,2026-04-02 11:50:00,5.585,5.627,5.526,-0.1159,54.69,0,0,0,6.5,83.38,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.585,0,0,2.415,25.0,11,0,0.2999999999999998,-1.3800000000000097,5.705666666666666,0.1405572244081888,-0.40573333333333333,250.0,0.625,0.0,,0.00017138629,0.00010283177834935486,LOW,standard_monitoring,False
W02699,L0062,S036,C100,P01,2026-04-02 11:55:00,2026-04-02 12:20:00,5.664,5.757,5.542,0.433,56.43,0,0,0,5.7,81.97,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.6639999999999997,0,0,2.3360000000000003,25.0,11,0,-0.7999999999999998,-1.4099999999999966,5.640333333333333,0.04808672720547449,0.015400000000000006,275.0,0.6875,0.0,,0.0002108941,0.00012653646990656853,LOW,standard_monitoring,False
W02700,L0062,S036,C100,P01,2026-04-02 12:25:00,2026-04-02 12:50:00,5.582,5.712,5.403,-0.7745,55.0,0,0,0,5.0,80.58,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.5819999999999999,0,0,2.418,25.0,12,0,-0.7000000000000002,-1.3900000000000006,5.610333333333333,0.0465008960487182,-0.15246666666666667,300.0,0.75,0.0,,0.00020398287,0.00012238972703926265,LOW,standard_monitoring,False
W02701,L0062,S036,C100,P01,2026-04-02 12:55:00,2026-04-02 13:20:00,5.607,5.686,5.54,0.0387,54.3,0,0,0,5.8,79.21,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.6070000000000002,0,0,2.393,25.0,12,0,0.7999999999999998,-1.3700000000000045,5.6176666666666675,0.042027768598079294,-0.10093333333333332,325.0,0.8125,0.0,,0.00050799403,0.00030479644192382693,LOW,standard_monitoring,False
W02702,L0062,S036,C100,P01,2026-04-02 13:25:00,2026-04-02 13:50:00,5.578,5.638,5.527,-0.0706,56.27,0,0,0,5.7,77.84,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.5780000000000003,0,0,2.4219999999999997,25.0,13,0,-0.09999999999999964,-1.3699999999999903,5.5889999999999995,0.015716233645513836,-0.2688,350.0,0.875,0.0,,0.00017835276,0.00010701165592763573,LOW,standard_monitoring,False
W02703,L0062,S036,C100,P01,2026-04-02 13:55:00,2026-04-02 14:20:00,5.559,5.617,5.532,0.0374,55.65,0,0,0,5.7,76.46,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.5590000000000002,0,0,2.441,25.0,13,0,0.0,-1.3800000000000097,5.581333333333333,0.024172987679096036,0.0018333333333333164,375.0,0.9375,0.0,,0.00023001868,0.00013801120803691447,LOW,standard_monitoring,False
W02704,L0062,S036,C100,P01,2026-04-02 14:25:00,2026-04-02 14:50:00,5.549,5.642,5.444,0.4783,54.49,0,0,0,5.6,75.1,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.5490000000000004,0,0,2.4509999999999996,25.0,14,0,-0.10000000000000053,-1.3599999999999994,5.562,0.01473091986267087,0.14836666666666665,400.0,1.0,0.0,,0.00018075058,0.00010845035285456106,LOW,standard_monitoring,False
W02705,L0063,S037,C100,P01,2026-04-02 01:11:00,2026-04-02 01:36:00,5.02,5.127,4.901,-0.227,55.48,0,0,0,0.3,96.09,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.019999999999999574,0,0,2.9800000000000004,25.0,1,0,0.0,0.0,5.02,0.0,-0.227,0.0,0.0,0.0,,0.0054482077,0.0032689247746020555,LOW,standard_monitoring,False
W02706,L0063,S037,C100,P01,2026-04-02 01:41:00,2026-04-02 02:06:00,4.872,4.945,4.81,-0.1896,55.81,0,0,0,0.0,92.81,air_handoff,0,2.0,8.0,5.0,0.0,12.0,0.1280000000000001,0,0,2.872,25.0,1,0,-0.3,-3.280000000000001,4.946,0.10465180361560882,-0.20829999999999999,25.0,0.16666666666666666,0.0,,0.0012371724,0.0007423034985549748,LOW,standard_monitoring,False
